business_name,categories,rating,address,price_range,url
Subway Restaurants,"Sandwiches,Fast Food",5,2610 N Prospect Ave ,$,https://www.yelp.com/biz/subway-restaurants-champaign-6?osq=Restaurants
Subway Restaurants,"Sandwiches,Fast Food",3,2740 Philo Rd ,$,https://www.yelp.com/biz/subway-restaurants-urbana-6?osq=Restaurants
Subway Restaurants,Sandwiches,3,4204 W Springfield Avenue ,$,https://www.yelp.com/biz/subway-restaurants-champaign-3?osq=Restaurants
Subway Restaurants,Sandwiches,2,45 E University ,$,https://www.yelp.com/biz/subway-restaurants-champaign-5?osq=Restaurants
Subway Restaurants,Sandwiches,0,505 S. Dunlap Ave. ,$,https://www.yelp.com/biz/subway-restaurants-savoy?osq=Restaurants
Subway Restaurants,Sandwiches,2.5,610 E Daniel St ,,https://www.yelp.com/biz/subway-restaurants-champaign-9?osq=Restaurants
Subway Restaurants,"Fast Food,Sandwiches",2.5,616 E Green St ,$,https://www.yelp.com/biz/subway-restaurants-champaign-8?osq=Restaurants
Subway Restaurants,Sandwiches,2.5,701 S Gregory Street ,$,https://www.yelp.com/biz/subway-restaurants-urbana?osq=Restaurants
Subway Restaurants,Sandwiches,2.5,703 Eastwood Center Dr ,$,https://www.yelp.com/biz/subway-restaurants-mahomet-2?osq=Restaurants
Subway Restaurants,Sandwiches,2.5,706 W Marketview Dr ,$,https://www.yelp.com/biz/subway-restaurants-champaign?osq=Restaurants
Subway Restaurants,"Sandwiches,Fast Food",5,802 W University Ave ,$,https://www.yelp.com/biz/subway-restaurants-urbana-5?osq=Restaurants
Sun Singer Wine and Spirits,"Beer, Wine & Spirits,Delis,Wine Bars",4,1115 W Windsor Rd ,$$,https://www.yelp.com/biz/sun-singer-wine-and-spirits-champaign?osq=Restaurants
Sunny China Buffet,"Chinese,Buffets",4,1703 Philo Rd ,$,https://www.yelp.com/biz/sunny-china-buffet-urbana?osq=Restaurants
Super Niro Gyro,Greek,3.5,608 West Town Center Blvd ,$,https://www.yelp.com/biz/super-niro-gyro-champaign?osq=Restaurants
Super Taco,Mexican,3.5,523 W Town Center Blvd ,$,https://www.yelp.com/biz/super-taco-champaign-2?osq=Restaurants
Super Wok,American (New),3,1737 W Kirby Ave ,$$,https://www.yelp.com/biz/super-wok-champaign?osq=Restaurants
Sushi Ichiban,"Sushi Bars,Japanese",3,619 S Wright St ,$$,https://www.yelp.com/biz/sushi-ichiban-champaign?osq=Restaurants
Sushi Kame,"Sushi Bars,Japanese",3.5,132 W Church St ,$$,https://www.yelp.com/biz/sushi-kame-champaign?osq=Restaurants
Sushi Rock,"Japanese,Korean,Sushi Bars",3,621 E Green St ,$$,https://www.yelp.com/biz/sushi-rock-champaign?osq=Restaurants
Sushi San,Restaurants,2,1401 W Green St ,$,https://www.yelp.com/biz/sushi-san-urbana?osq=Restaurants
Szechuan China,Szechuan,2.5,401 S 1st St ,$$,https://www.yelp.com/biz/szechuan-china-champaign?osq=Restaurants
Taco Bell,"Mexican,Tex-Mex,Fast Food",1,10 East Anthony Drive ,$,https://www.yelp.com/biz/taco-bell-champaign-4?osq=Restaurants
Taco Bell,"Mexican,Tex-Mex,Fast Food",2.5,1003 University ,$,https://www.yelp.com/biz/taco-bell-urbana-2?osq=Restaurants
Taco Bell,"Fast Food,Mexican,Tex-Mex",2.5,1707 S. Neil Street ,$,https://www.yelp.com/biz/taco-bell-champaign-5?osq=Restaurants
Taco Bell,"Mexican,Tex-Mex,Fast Food",2.5,1910 West Springfield ,$,https://www.yelp.com/biz/taco-bell-champaign-2?osq=Restaurants
Taco John's,"Mexican,Fast Food",3,902 Meijer Dr ,$,https://www.yelp.com/biz/taco-johns-champaign?osq=Restaurants
Taco Motorizado,"Mexican,Food Trucks,Vegetarian",4.5,607 N Cunningham Ave ,$,https://www.yelp.com/biz/taco-motorizado-urbana-4?osq=Restaurants
Texas Roadhouse,"Steakhouses,Barbeque,American (Traditional)",4,204 N. Country Fair Dr ,$$,https://www.yelp.com/biz/texas-roadhouse-champaign?osq=Restaurants
TGI Fridays,American (Traditional),3,103 W Marketview Dr ,$$,https://www.yelp.com/biz/tgi-fridays-champaign-2?osq=Restaurants
Thara Thai,"Thai,Salad,Noodles",4,912 1/2 W Bloomington Rd ,$$,https://www.yelp.com/biz/thara-thai-champaign?osq=Restaurants
That Burger Joint,Burgers,3,1905 S Neil St ,,https://www.yelp.com/biz/that-burger-joint-champaign-2?osq=Restaurants
The Apple Dumplin',American (Traditional),4,2014 High Cross Rd ,$,https://www.yelp.com/biz/the-apple-dumplin-urbana?osq=Restaurants
The Bread Company,"Bakeries,Sandwiches,Modern European",4,706 S Goodwin Ave ,$$,https://www.yelp.com/biz/the-bread-company-urbana?osq=Restaurants
The Clark Bar,"Karaoke,American (Traditional)",3.5,207 W Clark St ,$,https://www.yelp.com/biz/the-clark-bar-champaign?osq=Restaurants
The Coffee Stations,"Coffee & Tea,American (New)",0,401 W Oak St ,,https://www.yelp.com/biz/the-coffee-stations-mahomet?osq=Restaurants
The Dancing Dog Eatery & Juicery,"Vegan,Juice Bars & Smoothies,Sandwiches",4,126 W Main St ,$$,https://www.yelp.com/biz/the-dancing-dog-eatery-and-juicery-urbana?osq=Restaurants
The Himalayan Chimney,"Indian,Bars",4,134 W Church St ,$$,https://www.yelp.com/biz/the-himalayan-chimney-champaign?osq=Restaurants
The Hub Champaign,"Sports Bars,American (Traditional)",3,601 S 1st St ,$$,https://www.yelp.com/biz/the-hub-champaign-champaign?osq=Restaurants
The Office II,"Pubs,American (Traditional)",2.5,302 S Country Fair Dr ,,https://www.yelp.com/biz/the-office-ii-champaign?osq=Restaurants
The Red Herring Vegetarian Restaurant,"Vegetarian,Cafes,Vegan",4.5,1209 W Oregon St ,$,https://www.yelp.com/biz/the-red-herring-vegetarian-restaurant-urbana-2?osq=Restaurants
The Ribeye,"Steakhouses,Salad,Venues & Event Spaces",3.5,1701 S Neil St ,$$,https://www.yelp.com/biz/the-ribeye-champaign?osq=Restaurants
The Wok - Chinese Express,Chinese,4.5,703 Eastwood Dr ,$,https://www.yelp.com/biz/the-wok-chinese-express-mahomet?osq=Restaurants
The Y Eatery,Thai,3.5,1001 S Wright St ,$,https://www.yelp.com/biz/the-y-eatery-champaign?osq=Restaurants
Timpone's,"Italian,Steakhouses",3.5,710 S Goodwin Ave ,$$,https://www.yelp.com/biz/timpones-urbana?osq=Restaurants
Tommy G's Bar & Grill,American (Traditional),0,123 S Mattis Ave ,,https://www.yelp.com/biz/tommy-gs-bar-and-grill-champaign?osq=Restaurants
Tony's Pizza Service,Pizza,0,RR 150 ,,https://www.yelp.com/biz/tonys-pizza-service-mahomet?osq=Restaurants
Top Food,"Barbeque,Chinese,Seafood",2.5,103 W Kirby Ave ,,https://www.yelp.com/biz/top-food-champaign-3?osq=Restaurants
Toro Loco,Mexican,4,1601 N Cunningham Ave ,$$,https://www.yelp.com/biz/toro-loco-urbana?osq=Restaurants
Tortica's Grill,Mexican,2.5,408 W Green St ,$,https://www.yelp.com/biz/torticas-grill-champaign-2?osq=Restaurants
Urbana Garden Family Restaurant,"Diners,American (Traditional)",3.5,810 W Killarney St ,$,https://www.yelp.com/biz/urbana-garden-family-restaurant-urbana?osq=Restaurants
Villa Italian Kitchen,"Pizza,Italian",0,2000 N Neil St ,,https://www.yelp.com/biz/villa-italian-kitchen-champaign?osq=Restaurants
Vinny's By The Slice & More,Pizza,3.5,50 E Green St ,$$,https://www.yelp.com/biz/vinnys-by-the-slice-and-more-champaign?osq=Restaurants
Watson's Shack & Rail,"Bars,American (Traditional)",4,211 N Neil St ,$$,https://www.yelp.com/biz/watsons-shack-and-rail-champaign?osq=Restaurants
Wendy's,"Fast Food,Burgers",1.5,1401 W. Green Street ,$,https://www.yelp.com/biz/wendys-urbana-4?osq=Restaurants
Wendy's,"Fast Food,Burgers",2,2033 N Prospect Ave ,$,https://www.yelp.com/biz/wendys-champaign?osq=Restaurants
Wendy's,"Fast Food,Burgers",2.5,505 N Cunningham ,$,https://www.yelp.com/biz/wendys-urbana-2?osq=Restaurants
Wendy's of UIUC Campustown,Fast Food,0,608 S Sixth St ,,https://www.yelp.com/biz/wendys-of-uiuc-campustown-champaign?osq=Restaurants
Wienerschnitzel,"Fast Food,Hot Dogs,Sandwiches",4,2102 W Springfield Ave ,$,https://www.yelp.com/biz/wienerschnitzel-champaign-3?osq=Restaurants
Windy City Express,"Hot Dogs,Burgers",3.5,410 N Race St ,$,https://www.yelp.com/biz/windy-city-express-urbana?osq=Restaurants
Wingin Out,"Chicken Wings,American (New),Fast Food",2.5,301 E Green St ,$$,https://www.yelp.com/biz/wingin-out-champaign?osq=Restaurants
Wingstop,Chicken Wings,2.5,512 S Neil St ,$$,https://www.yelp.com/biz/wingstop-champaign?osq=Restaurants
Wood N' Hog Barbecue,"Barbeque,Chicken Wings",4.5,904 N 4th Street ,$$,https://www.yelp.com/biz/wood-n-hog-barbecue-champaign-2?osq=Restaurants
Wood N' Hog Barbeque,Barbeque,2.5,101 W University Ave ,,https://www.yelp.com/biz/wood-n-hog-barbeque-urbana?osq=Restaurants
Xinh Xinh Cafe,Vietnamese,4,114 N Vine St ,$,https://www.yelp.com/biz/xinh-xinh-cafe-urbana-2?osq=Restaurants
Yen Ching Restaurant,Chinese,0,2901 Wendover Pl ,,https://www.yelp.com/biz/yen-ching-restaurant-champaign-2?osq=Restaurants
Za's On Springfield,American (New),0,2006 W Springfield Ave ,,https://www.yelp.com/biz/zas-on-springfield-champaign?osq=Restaurants
Zorba's Restaurant,"Mediterranean,Greek",3.5,627 E Green St ,$,https://www.yelp.com/biz/zorbas-restaurant-champaign?osq=Restaurants
